Group,Item,Value,Resource_1,Resource_2,Resource_3,Resource_4,Resource_5,Resource_6,Resource_7,Resource_8,Resource_9,Resource_10
Group_15,Item_14,23,32,49,14,29,27,10,13,25,46,32
Group_15,Item_15,153,45,27,33,32,42,20,6,31,5,17
Group_15,Item_16,66,45,31,49,18,49,29,33,39,48,49
Group_15,Item_17,108,41,44,20,14,11,25,10,23,43,47
Group_15,Item_18,57,24,9,6,47,10,46,40,13,5,40
Group_15,Item_19,10,14,47,48,37,43,11,23,15,6,35
Group_15,Item_20,57,37,31,5,18,47,44,36,13,13,46
Group_15,Item_21,194,18,31,6,45,23,38,16,22,46,48
Group_15,Item_22,140,8,17,49,12,14,28,18,29,48,9
Group_15,Item_23,135,27,10,49,29,24,31,28,49,40,16
Group_15,Item_24,149,9,10,42,13,27,42,26,5,8,14
Group_15,Item_25,48,8,21,16,29,17,19,30,46,43,45
Group_15,Item_26,38,35,35,36,31,27,14,25,15,45,14
Group_15,Item_27,191,45,5,25,47,13,40,30,49,12,17
Group_15,Item_28,136,39,33,36,25,49,18,28,30,35,22
Group_15,Item_29,35,17,47,14,11,22,44,49,40,19,33
Group_15,Item_30,97,9,19,24,22,18,13,36,12,14,25
Group_16,Item_1,47,18,40,15,14,12,40,31,29,48,9
Group_16,Item_2,153,6,27,45,38,42,35,10,29,34,34
Group_16,Item_3,103,43,43,37,19,43,40,20,32,23,29
Group_16,Item_4,147,43,39,23,42,11,37,11,13,15,17
Group_16,Item_5,128,8,24,12,39,14,33,24,32,29,44
Group_16,Item_6,166,11,23,49,27,13,15,38,23,25,23
Group_16,Item_7,173,16,33,35,19,36,10,46,25,33,21
Group_16,Item_8,74,15,5,21,23,7,41,43,18,17,27
Group_16,Item_9,174,19,37,13,6,43,38,10,30,33,25
Group_16,Item_10,110,28,26,31,43,42,37,31,36,40,26
Group_16,Item_11,198,29,35,10,32,21,28,28,44,11,24
Group_16,Item_12,58,14,31,16,31,7,32,5,32,40,34
Group_16,Item_13,23,42,44,30,47,46,37,34,14,36,33
Group_16,Item_14,34,14,29,14,18,17,14,44,33,28,18
Group_16,Item_15,147,17,35,21,47,35,34,16,25,48,23
Group_16,Item_16,145,13,28,29,7,31,26,26,20,46,17
Group_16,Item_17,169,15,38,31,7,18,8,31,19,7,25
Group_16,Item_18,78,29,44,22,23,11,45,43,45,40,24
Group_16,Item_19,175,19,32,45,40,49,40,36,39,35,38
Group_16,Item_20,18,23,9,25,18,35,20,19,11,6,27
Group_16,Item_21,90,25,20,25,11,18,23,46,7,21,7
Group_16,Item_22,141,7,18,29,9,8,38,16,8,21,9
Group_16,Item_23,17,28,29,12,47,38,11,21,38,17,45
Group_16,Item_24,81,16,36,18,31,5,36,24,41,13,8
Group_16,Item_25,193,37,37,13,20,38,5,35,28,36,44
Group_16,Item_26,171,13,28,47,23,12,38,30,36,34,12
Group_16,Item_27,57,10,43,13,41,12,47,11,24,40,35
Group_16,Item_28,89,49,40,29,39,42,36,18,40,6,12
Group_16,Item_29,158,41,42,34,8,44,22,47,41,17,10
Group_16,Item_30,18,34,40,30,14,35,11,42,13,15,12
Group_17,Item_1,137,12,31,31,20,35,12,26,8,37,7
Group_17,Item_2,90,31,14,40,45,28,6,23,27,29,8
Group_17,Item_3,98,41,48,17,27,36,13,14,31,41,25
Group_17,Item_4,102,16,29,31,15,46,47,24,12,14,48
Group_17,Item_5,138,30,30,40,10,12,36,21,49,39,33
Group_17,Item_6,153,8,25,9,32,35,36,20,49,29,42
Group_17,Item_7,136,14,16,22,26,40,18,23,35,40,16
Group_17,Item_8,192,19,12,47,47,32,5,16,35,11,34
Group_17,Item_9,144,30,39,29,40,39,11,16,26,12,30
Group_17,Item_10,134,7,38,13,35,16,5,30,31,11,24
Group_17,Item_11,71,40,21,32,5,30,38,11,21,26,18
Group_17,Item_12,147,45,45,42,31,14,21,21,31,30,42
Group_17,Item_13,86,39,6,46,7,18,13,32,41,11,10
Group_17,Item_14,17,26,12,27,35,27,48,13,38,13,14
Group_17,Item_15,87,19,9,14,49,6,10,29,35,26,7
Group_17,Item_16,124,15,45,8,12,23,23,28,37,12,13
Group_17,Item_17,196,32,47,25,40,7,8,30,31,10,18
Group_17,Item_18,105,15,28,9,30,36,29,22,8,28,12
Group_17,Item_19,196,32,48,33,11,18,47,31,41,39,19
Group_17,Item_20,137,25,46,33,16,38,6,35,14,19,43
Group_17,Item_21,158,39,46,30,11,40,13,49,8,29,35
Group_17,Item_22,142,47,26,11,28,37,37,43,20,10,28
Group_17,Item_23,187,48,37,13,5,22,15,10,48,27,28
Group_17,Item_24,126,31,34,5,36,34,40,45,17,35,11
Group_17,Item_25,76,26,21,22,17,37,22,44,45,15,23
Group_17,Item_26,103,13,12,32,31,6,43,34,19,12,5
Group_17,Item_27,93,22,35,22,40,8,5,45,49,30,34
Group_17,Item_28,188,26,22,18,45,9,42,28,5,44,30
Group_17,Item_29,114,31,37,41,24,22,34,29,17,19,36
Group_17,Item_30,106,43,13,13,17,15,13,49,32,46,7
Group_18,Item_1,14,18,10,49,47,8,22,7,36,9,48
Group_18,Item_2,94,42,20,8,18,25,33,8,10,39,11
Group_18,Item_3,20,19,40,25,27,13,12,38,22,26,45
Group_18,Item_4,25,33,39,5,5,8,40,48,44,34,49
Group_18,Item_5,125,12,39,27,32,35,24,39,33,28,20
Group_18,Item_6,25,25,45,15,28,43,18,16,17,6,25
Group_18,Item_7,16,20,43,27,31,27,26,18,18,21,32
Group_18,Item_8,66,24,44,23,16,43,9,14,37,18,6
Group_18,Item_9,130,9,9,13,49,13,46,14,46,25,8
Group_18,Item_10,70,10,25,14,39,30,7,47,40,35,42
Group_18,Item_11,151,42,27,26,43,17,23,24,5,49,21
Group_18,Item_12,80,22,7,34,16,29,6,34,32,10,35
Group_18,Item_13,30,7,36,19,22,46,18,12,13,45,8
Group_18,Item_14,21,7,33,35,14,22,5,9,25,43,20
Group_18,Item_15,41,19,13,47,6,10,40,19,25,22,36
Group_18,Item_16,34,34,18,38,22,34,18,10,10,25,38
Group_18,Item_17,97,21,42,45,28,36,6,11,27,15,37
Group_18,Item_18,112,31,31,15,43,16,39,16,13,40,46
Group_18,Item_19,121,44,40,38,42,42,11,9,29,46,29
Group_18,Item_20,27,46,12,39,25,16,37,23,28,42,17
Group_18,Item_21,16,48,5,12,41,24,17,8,14,6,12
Group_18,Item_22,50,44,28,46,34,16,15,22,5,17,47
Group_18,Item_23,82,21,28,12,5,42,35,6,39,40,17
Group_18,Item_24,151,17,6,45,13,15,16,30,49,43,40
Group_18,Item_25,111,13,31,49,5,49,23,20,14,7,42
Group_18,Item_26,108,27,28,48,44,10,17,24,38,47,13
Group_18,Item_27,140,7,49,19,49,21,18,31,14,34,13
Group_18,Item_28,127,12,35,20,40,41,14,11,6,37,28
Group_18,Item_29,156,13,21,13,17,38,32,45,47,25,23
Group_18,Item_30,42,40,21,29,46,21,13,49,23,15,29
Group_19,Item_1,191,41,11,27,21,21,41,12,13,49,42
Group_19,Item_2,140,40,42,25,35,18,6,25,34,9,47
Group_19,Item_3,122,41,15,22,23,27,25,17,33,8,7
Group_19,Item_4,97,22,37,14,35,9,46,31,25,23,45
Group_19,Item_5,67,6,34,23,15,41,19,34,42,22,34
Group_19,Item_6,43,30,37,44,16,38,14,38,8,38,44
Group_19,Item_7,26,26,21,47,38,8,5,22,47,36,36
Group_19,Item_8,169,30,9,28,22,25,40,39,37,19,22
Group_19,Item_9,24,43,49,31,20,46,5,16,6,38,26
Group_19,Item_10,174,32,48,15,25,12,45,15,8,7,15
Group_19,Item_11,77,5,10,40,42,17,19,34,5,18,48
Group_19,Item_12,166,13,19,44,5,41,32,18,16,12,30
Group_19,Item_13,153,23,12,24,6,33,15,6,47,44,17
Group_19,Item_14,26,36,42,20,47,10,33,41,24,48,6
Group_19,Item_15,81,28,32,38,7,49,49,21,7,24,32
Group_19,Item_16,120,26,42,43,44,47,37,26,42,46,35
Group_19,Item_17,61,42,31,47,38,21,27,27,49,12,34
Group_19,Item_18,48,7,34,48,21,43,41,19,16,33,46
Group_19,Item_19,31,14,40,24,44,47,18,35,27,30,38
Group_19,Item_20,73,22,41,45,38,7,34,35,28,15,42
Group_19,Item_21,124,28,41,33,18,21,31,21,36,24,7
Group_19,Item_22,103,48,13,24,43,19,7,47,6,44,16
Group_19,Item_23,199,23,9,13,25,26,46,24,23,27,27
Group_19,Item_24,67,47,39,37,21,16,43,20,24,37,42
Group_19,Item_25,36,5,7,34,16,22,10,44,36,15,11
Group_19,Item_26,76,49,46,14,19,19,46,26,6,41,32
Group_19,Item_27,86,37,40,44,48,49,28,21,25,18,40
Group_19,Item_28,125,29,41,46,30,23,42,35,38,37,44
Group_19,Item_29,126,33,29,16,22,13,35,28,21,17,41
Group_19,Item_30,35,16,43,11,14,31,36,18,17,21,40
Group_20,Item_1,56,40,29,18,8,8,19,48,25,8,48
Group_20,Item_2,152,13,30,45,12,37,31,30,11,29,31
Group_20,Item_3,90,32,28,15,26,36,47,40,43,38,39
Group_20,Item_4,71,22,6,13,21,8,21,33,13,13,45
Group_20,Item_5,113,49,28,40,34,22,11,36,31,47,28
Group_20,Item_6,77,38,42,39,13,38,26,45,49,32,43
Group_20,Item_7,64,32,34,6,23,38,16,31,40,24,8
Group_20,Item_8,126,41,36,17,13,33,30,13,29,44,15
Group_20,Item_9,22,9,10,21,18,15,16,5,36,42,5
Group_20,Item_10,111,48,24,13,40,8,21,22,24,29,27
Group_20,Item_11,29,12,7,40,14,26,15,34,16,41,39
Group_20,Item_12,106,47,22,12,45,28,38,42,5,46,16
Group_20,Item_13,51,35,31,46,12,45,8,24,42,7,7
Group_20,Item_14,151,19,24,6,24,47,32,33,18,33,10
Group_20,Item_15,100,24,24,41,35,15,19,19,28,30,38
Group_20,Item_16,47,21,6,33,7,48,8,37,22,18,14
Group_20,Item_17,31,8,19,33,48,33,20,20,36,46,25
Group_20,Item_18,167,47,8,41,27,22,27,42,35,42,20
Group_20,Item_19,70,11,14,49,5,23,46,34,39,28,34
Group_20,Item_20,73,18,47,45,27,43,48,43,39,8,43
Group_20,Item_21,198,34,16,35,31,23,48,29,28,29,44
Group_20,Item_22,132,17,23,38,8,26,16,19,31,20,30
Group_20,Item_23,40,15,21,9,10,15,9,45,5,39,11
Group_20,Item_24,106,49,8,47,5,25,43,37,37,31,9
Group_20,Item_25,90,46,31,8,22,22,28,35,8,21,44
Group_20,Item_26,185,22,20,43,19,35,28,7,22,35,34
Group_20,Item_27,62,24,42,31,6,47,20,46,46,7,7
Group_20,Item_28,113,43,46,18,46,18,18,33,31,32,27
Group_20,Item_29,29,14,12,29,16,29,34,10,29,11,17
Group_20,Item_30,50,33,8,38,30,31,37,16,10,24,42
Group_21,Item_1,137,22,37,16,36,8,39,6,20,47,6
Group_21,Item_2,66,39,9,23,35,11,14,15,37,16,38
Group_21,Item_3,93,9,14,31,5,36,46,6,34,36,12
Group_21,Item_4,60,34,20,29,45,28,33,49,38,10,32
Group_21,Item_5,106,29,43,29,32,48,25,48,34,10,14
Group_21,Item_6,188,36,33,21,26,12,24,26,30,32,32
Group_21,Item_7,190,13,41,32,44,25,21,38,9,12,24
Group_21,Item_8,15,18,26,20,32,28,24,49,6,25,5
Group_21,Item_9,81,19,31,43,31,48,43,49,24,25,17
Group_21,Item_10,82,34,17,21,27,48,25,17,14,24,26
Group_21,Item_11,66,42,47,24,41,24,12,16,32,7,37
Group_21,Item_12,48,24,32,15,15,7,47,13,37,26,48
Group_21,Item_13,102,9,42,47,5,36,47,43,20,41,14
Group_21,Item_14,194,44,14,14,32,9,27,35,7,45,48
Group_21,Item_15,165,48,44,32,49,9,47,12,47,45,5
Group_21,Item_16,18,5,23,14,20,49,13,8,46,45,25
Group_21,Item_17,118,35,35,47,26,48,9,26,18,11,38
Group_21,Item_18,157,48,22,46,12,6,23,21,18,21,34
Group_21,Item_19,41,15,39,17,7,17,44,38,21,9,41
Group_21,Item_20,162,43,46,9,36,42,42,25,26,22,18
Group_21,Item_21,111,16,12,11,5,35,28,48,32,32,7
Group_21,Item_22,162,11,6,17,39,30,47,41,26,16,30
Group_21,Item_23,187,47,15,36,46,34,40,25,35,17,36
Group_21,Item_24,18,48,31,38,42,42,36,19,43,10,23
Group_21,Item_25,198,11,13,30,29,22,22,43,12,24,14
Group_21,Item_26,183,7,43,13,26,12,36,46,19,22,14
Group_21,Item_27,39,46,35,38,19,36,12,46,36,19,21
Group_21,Item_28,184,16,27,11,38,6,36,17,39,45,31
Group_21,Item_29,33,35,35,5,42,49,34,47,22,40,28
Group_21,Item_30,99,27,48,30,17,39,13,13,41,29,46
Group_22,Item_1,48,7,15,34,39,8,19,20,21,6,16
Group_22,Item_2,147,14,24,11,31,48,34,34,27,34,33
Group_22,Item_3,63,16,5,25,36,44,13,26,49,19,47
Group_22,Item_4,199,30,16,23,10,22,14,46,32,5,40
Group_22,Item_5,34,26,47,16,41,24,24,46,14,6,25
Group_22,Item_6,65,41,26,18,32,49,19,29,39,17,41
Group_22,Item_7,179,22,28,48,39,26,15,15,34,23,36
Group_22,Item_8,39,12,14,37,10,44,18,11,40,5,42
Group_22,Item_9,43,20,31,17,46,18,27,15,45,27,13
Group_22,Item_10,133,33,28,21,29,33,31,16,30,31,42
Group_22,Item_11,33,40,12,8,23,21,41,5,35,25,31
Group_22,Item_12,172,48,14,13,48,6,27,11,36,30,47
Group_22,Item_13,160,6,17,8,43,48,14,49,33,16,19
Group_22,Item_14,179,15,35,26,23,21,44,24,49,30,36
Group_22,Item_15,150,35,33,12,33,10,30,26,48,48,31
Group_22,Item_16,169,27,47,44,39,37,49,19,15,15,5
Group_22,Item_17,42,14,24,9,44,25,39,12,19,12,18
Group_22,Item_18,162,35,20,34,39,18,17,7,28,47,33
Group_22,Item_19,53,24,43,32,26,46,30,36,14,39,15
Group_22,Item_20,197,29,30,27,49,36,49,8,25,45,44
Group_22,Item_21,143,32,18,11,7,31,37,44,36,44,35
Group_22,Item_22,139,41,41,11,12,17,17,33,15,19,12
Group_22,Item_23,139,26,10,16,38,46,39,21,20,32,31
Group_22,Item_24,31,32,31,31,29,31,47,15,5,25,18
Group_22,Item_25,19,44,14,41,42,36,39,19,36,47,20
Group_22,Item_26,55,17,9,46,32,25,9,20,41,21,48
Group_22,Item_27,179,23,46,34,41,44,17,31,35,13,40
Group_22,Item_28,186,30,26,34,47,35,6,18,20,18,46
Group_22,Item_29,13,36,17,34,30,10,47,24,12,47,21
Group_22,Item_30,195,25,34,18,25,12,41,9,37,20,38
Group_23,Item_1,118,30,29,43,13,41,13,21,17,14,27
Group_23,Item_2,69,5,19,18,44,11,28,35,13,15,10
Group_23,Item_3,180,7,12,18,47,43,40,33,30,49,49
Group_23,Item_4,128,38,13,22,9,23,7,11,34,33,33
Group_23,Item_5,160,40,49,42,37,18,40,49,37,16,41
Group_23,Item_6,147,17,27,49,29,29,8,20,21,13,36
Group_23,Item_7,31,48,42,12,37,43,14,42,29,36,26
Group_23,Item_8,196,17,20,15,19,5,30,15,38,43,33
Group_23,Item_9,120,28,13,16,36,14,30,47,7,24,29
Group_23,Item_10,164,47,30,14,42,40,25,45,37,34,20
Group_23,Item_11,168,6,12,44,26,29,37,40,40,11,39
Group_23,Item_12,37,16,47,23,34,23,48,24,5,35,32
Group_23,Item_13,176,42,24,35,46,38,27,49,41,13,45
Group_23,Item_14,34,46,36,22,12,44,27,45,26,22,10
Group_23,Item_15,69,12,18,20,48,43,30,33,16,27,23
Group_23,Item_16,77,35,15,49,15,27,12,36,20,21,45
Group_23,Item_17,184,27,17,18,46,15,29,37,46,39,28
Group_23,Item_18,127,15,16,13,27,33,29,8,46,5,26
Group_23,Item_19,102,32,7,19,12,22,30,42,28,32,33
Group_23,Item_20,19,42,29,28,46,15,25,13,15,34,38
Group_23,Item_21,38,19,14,32,33,10,26,48,37,26,44
Group_23,Item_22,40,33,29,31,48,33,48,32,11,14,13
Group_23,Item_23,33,10,9,14,36,35,35,38,21,9,8
Group_23,Item_24,128,33,9,5,9,31,25,8,31,8,26
Group_23,Item_25,41,33,49,17,37,15,43,32,42,27,35
Group_23,Item_26,48,6,39,36,6,13,46,22,25,39,25
Group_23,Item_27,153,36,48,42,17,17,44,47,11,32,38
Group_23,Item_28,199,31,47,12,14,19,8,30,22,26,24
Group_23,Item_29,12,27,25,29,38,10,22,49,24,36,21
Group_23,Item_30,116,7,45,12,14,22,9,19,19,20,42
Group_24,Item_1,177,15,6,28,12,38,28,31,16,39,12
Group_24,Item_2,186,21,12,16,11,37,31,25,44,27,37
Group_24,Item_3,172,40,23,45,25,47,30,36,49,29,10
Group_24,Item_4,123,5,14,9,43,47,49,32,11,23,49
Group_24,Item_5,71,13,41,30,12,13,19,19,43,37,11
Group_24,Item_6,19,24,6,15,8,19,32,33,25,33,23
Group_24,Item_7,80,48,28,48,41,21,37,26,35,28,46
Group_24,Item_8,41,48,37,40,9,35,37,31,10,43,14
Group_24,Item_9,33,36,26,33,24,30,18,27,48,18,40
Group_24,Item_10,102,38,29,48,37,11,45,21,47,37,27
Group_24,Item_11,183,25,14,42,40,28,13,37,15,30,17
Group_24,Item_12,13,38,44,45,20,43,45,49,28,36,9
Group_24,Item_13,177,30,12,23,47,48,26,18,10,14,40
Group_24,Item_14,24,43,41,42,16,19,12,23,30,5,39
Group_24,Item_15,46,43,25,9,32,8,44,28,30,32,39
Group_24,Item_16,129,30,14,21,36,16,37,46,45,33,14
Group_24,Item_17,14,40,20,11,12,45,48,26,28,14,48
Group_24,Item_18,95,13,24,24,44,32,45,36,6,39,18
Group_24,Item_19,89,23,8,18,24,43,8,40,24,27,42
Group_24,Item_20,57,23,23,30,43,23,26,9,45,11,30
Group_24,Item_21,104,20,18,6,30,32,29,45,40,27,39
Group_24,Item_22,39,26,30,11,5,25,11,10,10,42,39
Group_24,Item_23,71,15,32,5,18,8,25,5,47,21,10
Group_24,Item_24,44,16,27,44,8,6,37,23,8,23,6
Group_24,Item_25,68,24,46,31,11,37,45,22,12,24,35
Group_24,Item_26,104,45,23,8,6,22,37,24,24,48,12
Group_24,Item_27,143,22,45,43,32,8,48,14,11,13,48
Group_24,Item_28,91,33,33,32,22,19,9,35,14,7,19
Group_24,Item_29,126,17,8,31,8,45,9,22,21,15,28
Group_24,Item_30,183,5,21,39,49,46,10,44,12,14,33
Group_25,Item_1,12,15,14,46,28,15,29,18,11,24,41
Group_25,Item_2,195,25,37,41,10,15,46,32,11,43,17
Group_25,Item_3,173,33,41,18,43,31,36,18,32,31,11
Group_25,Item_4,146,11,24,34,34,37,15,17,35,10,30
Group_25,Item_5,151,32,16,13,18,7,40,15,27,19,11
Group_25,Item_6,160,8,28,28,44,25,6,33,43,42,6
Group_25,Item_7,46,5,31,23,29,43,21,16,19,20,42
Group_25,Item_8,57,13,41,23,33,7,48,41,37,34,48
Group_25,Item_9,156,36,8,31,12,33,9,36,7,36,35
Group_25,Item_10,184,15,48,24,9,39,30,19,8,38,30
Group_25,Item_11,84,9,34,17,23,42,13,30,42,42,27
Group_25,Item_12,64,7,26,27,25,30,17,31,36,49,20
Group_25,Item_13,37,17,34,40,9,26,17,31,32,37,37
Group_25,Item_14,168,9,28,20,17,20,37,10,8,34,18
Group_25,Item_15,165,5,40,31,17,41,20,33,13,6,35
Group_25,Item_16,99,15,42,38,7,45,43,29,6,31,33
Group_25,Item_17,51,8,28,37,34,21,18,18,7,20,10
Group_25,Item_18,125,31,37,37,18,46,32,48,40,45,37
Group_25,Item_19,121,9,38,47,46,9,18,44,34,36,38
Group_25,Item_20,36,11,13,25,30,31,23,42,39,31,46
Group_25,Item_21,100,18,40,14,42,25,24,35,18,49,12
Group_25,Item_22,96,13,37,7,28,20,46,38,33,41,28
Group_25,Item_23,151,17,19,35,6,8,5,19,33,21,5
Group_25,Item_24,45,11,5,10,46,11,30,40,39,21,18
Group_25,Item_25,78,18,23,39,22,35,37,11,6,33,43
Group_25,Item_26,51,25,22,15,25,18,17,20,36,7,41
Group_25,Item_27,90,21,36,23,14,35,13,29,36,19,30
Group_25,Item_28,168,45,41,36,12,35,32,29,47,24,36
Group_25,Item_29,187,33,25,36,42,44,18,18,44,30,26
Group_25,Item_30,127,11,27,42,48,24,26,38,28,15,22
Group_26,Item_1,182,30,29,32,5,5,16,6,42,26,8
Group_26,Item_2,133,49,8,13,13,34,29,18,20,5,42
Group_26,Item_3,78,20,31,37,8,24,7,29,6,39,11
Group_26,Item_4,61,11,17,29,30,27,27,34,7,11,7
Group_26,Item_5,138,42,16,30,22,23,36,25,35,28,38
Group_26,Item_6,35,15,12,16,31,10,28,46,11,44,42
Group_26,Item_7,129,30,33,48,47,21,22,26,41,41,39
Group_26,Item_8,122,32,34,33,6,39,19,41,19,6,20
Group_26,Item_9,124,16,14,26,29,8,48,44,45,34,21
Group_26,Item_10,101,32,46,33,14,5,19,5,32,16,27
Group_26,Item_11,124,5,48,28,47,19,17,38,13,7,5
Group_26,Item_12,113,17,27,5,12,39,18,26,42,34,21
Group_26,Item_13,153,48,31,39,36,47,15,20,47,20,27
Group_26,Item_14,198,10,12,15,10,34,11,19,26,20,32
Group_26,Item_15,69,15,13,28,40,13,38,28,45,20,28
Group_26,Item_16,157,13,43,34,11,36,38,34,48,18,36
Group_26,Item_17,22,41,25,30,5,42,24,21,32,25,25
Group_26,Item_18,27,34,9,20,27,38,49,28,5,39,18
Group_26,Item_19,69,34,42,14,42,33,25,45,46,29,15
Group_26,Item_20,82,29,35,24,7,41,33,47,17,34,46
Group_26,Item_21,130,11,35,34,28,30,9,6,37,15,7
Group_26,Item_22,143,22,13,42,12,32,25,30,21,47,40
Group_26,Item_23,33,14,44,43,6,10,20,25,35,36,18
Group_26,Item_24,18,18,44,43,10,18,39,35,12,10,6
Group_26,Item_25,164,44,19,33,15,26,27,36,20,32,9
Group_26,Item_26,17,16,24,26,46,17,36,23,37,42,30
Group_26,Item_27,57,9,33,18,15,19,44,30,23,6,29
Group_26,Item_28,39,44,20,22,11,40,36,28,5,28,42
Group_26,Item_29,151,33,32,23,43,28,7,26,46,12,47
Group_26,Item_30,102,24,15,21,25,17,24,47,14,10,22
Group_27,Item_1,193,37,48,36,23,33,29,6,13,31,38
Group_27,Item_2,123,8,45,27,49,42,8,24,18,42,37
Group_27,Item_3,165,29,14,44,48,16,19,43,24,21,17
Group_27,Item_4,183,31,31,10,13,36,45,49,15,27,24
Group_27,Item_5,186,16,8,34,38,45,25,40,42,43,27
Group_27,Item_6,51,44,39,11,8,13,47,46,33,17,19
Group_27,Item_7,134,20,5,38,8,25,36,42,40,28,27
Group_27,Item_8,82,21,39,46,12,47,45,14,8,30,21
Group_27,Item_9,81,31,16,9,33,39,47,40,46,24,42
Group_27,Item_10,116,37,40,41,40,14,19,29,20,19,40
Group_27,Item_11,116,8,26,36,33,13,21,33,24,33,48
Group_27,Item_12,97,35,13,12,41,10,28,29,44,15,49
Group_27,Item_13,137,45,19,18,18,31,9,30,28,42,13
Group_27,Item_14,180,25,8,33,15,37,15,11,11,36,29
Group_27,Item_15,14,22,30,46,44,20,12,47,12,26,34
Group_27,Item_16,77,26,40,18,6,10,35,30,17,21,36
Group_27,Item_17,19,47,18,7,7,20,27,34,41,24,22
Group_27,Item_18,41,40,49,33,8,23,29,35,19,38,18
Group_27,Item_19,92,28,6,30,26,24,49,6,26,43,45
Group_27,Item_20,10,21,5,11,24,39,39,36,25,46,26
Group_27,Item_21,158,19,31,6,33,6,17,21,31,30,46
Group_27,Item_22,138,25,14,34,24,24,21,48,26,5,46
Group_27,Item_23,27,36,23,43,12,32,16,12,49,40,11
Group_27,Item_24,166,19,34,36,23,42,17,46,8,32,40
Group_27,Item_25,110,10,46,7,29,41,10,12,42,6,46
Group_27,Item_26,97,8,25,22,40,24,32,6,16,34,20
Group_27,Item_27,29,18,18,16,22,23,41,11,15,46,41
Group_27,Item_28,36,23,9,12,31,15,17,22,49,16,31
Group_27,Item_29,29,36,32,33,41,32,26,34,18,22,9
Group_27,Item_30,164,41,38,14,35,46,48,10,27,37,15
Group_28,Item_1,104,5,37,44,41,42,38,23,32,8,33
Group_28,Item_2,64,41,42,14,5,29,26,12,29,10,36
Group_28,Item_3,187,41,35,13,36,30,47,16,23,35,7
Group_28,Item_4,79,33,6,47,32,47,17,41,7,21,44
Group_28,Item_5,96,49,33,15,8,21,9,31,20,13,42
Group_28,Item_6,61,16,48,42,8,18,26,10,49,36,42
Group_28,Item_7,60,11,30,43,19,11,37,41,16,37,12
Group_28,Item_8,149,43,39,32,26,25,40,44,14,11,39
Group_28,Item_9,182,47,6,34,49,11,16,20,40,24,35
Group_28,Item_10,88,24,15,24,34,13,5,27,8,46,30
Group_28,Item_11,67,17,25,46,8,6,6,38,7,32,30
Group_28,Item_12,179,35,21,7,19,11,47,9,13,46,6
Group_28,Item_13,69,13,19,44,29,26,42,42,24,48,32
Group_28,Item_14,36,44,7,16,11,49,27,32,49,28,32
Group_28,Item_15,188,46,40,35,13,43,29,20,16,17,22
Group_28,Item_16,39,26,27,15,11,10,8,7,17,24,44
Group_28,Item_17,169,8,8,6,19,25,36,16,40,22,5
Group_28,Item_18,112,35,9,42,9,38,43,43,36,13,9
Group_28,Item_19,161,26,24,42,19,13,14,13,27,23,26
Group_28,Item_20,61,14,5,18,32,41,42,15,37,26,7
Group_28,Item_21,132,7,32,6,9,22,6,20,10,27,24
Group_28,Item_22,23,14,12,37,37,38,29,24,37,46,17
Group_28,Item_23,113,9,34,8,27,15,12,45,30,36,9
Group_28,Item_24,89,11,12,48,10,31,48,25,27,7,49
Group_28,Item_25,173,23,25,47,8,8,31,21,40,30,10
Group_28,Item_26,102,22,16,17,27,31,47,36,39,41,44
Group_28,Item_27,19,8,24,49,23,22,35,42,49,9,48
Group_28,Item_28,40,12,39,12,42,20,6,38,25,48,11
Group_28,Item_29,29,28,23,15,33,5,23,26,14,34,46
Group_28,Item_30,22,20,48,39,42,45,48,41,10,13,18
Group_29,Item_1,147,47,35,41,9,11,13,44,32,28,43
Group_29,Item_2,180,43,20,16,22,40,33,24,23,45,42
Group_29,Item_3,77,45,10,37,23,25,43,22,44,11,29
Group_29,Item_4,42,19,21,21,7,6,10,26,29,27,27
Group_29,Item_5,116,11,33,26,7,9,36,43,7,34,40
Group_29,Item_6,10,25,24,25,18,34,19,31,18,7,18
Group_29,Item_7,124,36,19,11,46,34,20,28,17,15,6
Group_29,Item_8,183,41,35,42,40,36,25,36,19,41,38
Group_29,Item_9,127,37,41,14,6,48,6,12,9,9,24
Group_29,Item_10,108,35,35,44,43,10,12,14,31,7,14
Group_29,Item_11,112,13,9,38,22,35,37,41,16,12,23
Group_29,Item_12,39,27,13,36,24,6,47,17,21,45,11
Group_29,Item_13,52,26,46,39,31,43,26,30,19,21,14
Group_29,Item_14,185,5,17,26,48,6,32,28,43,47,37
Group_29,Item_15,90,45,19,16,16,48,39,20,35,18,16
Group_29,Item_16,45,35,41,37,32,6,48,29,23,26,34
Group_29,Item_17,148,19,5,19,15,14,48,33,10,47,28
Group_29,Item_18,98,38,25,11,42,7,34,7,35,10,19
Group_29,Item_19,56,37,28,43,43,20,6,32,45,36,10
Group_29,Item_20,121,32,38,5,45,35,16,7,45,32,26
Group_29,Item_21,199,39,42,46,7,11,46,28,22,33,7
Group_29,Item_22,35,49,15,10,40,45,46,27,17,36,38
Group_29,Item_23,94,23,17,7,18,13,13,15,37,22,23
Group_29,Item_24,60,40,49,34,33,13,31,48,19,48,13
Group_29,Item_25,127,39,18,8,14,46,47,38,29,20,18
Group_29,Item_26,199,15,43,23,30,10,19,19,20,28,26
Group_29,Item_27,11,41,22,41,6,33,43,44,25,39,27
Group_29,Item_28,169,11,35,45,11,41,47,34,10,16,12
