Group,Item,Value,Resource_1,Resource_2,Resource_3,Resource_4,Resource_5,Resource_6,Resource_7,Resource_8,Resource_9,Resource_10
Group_23,Item_17,53,7,1,4,3,4,1,6,1,5,2
Group_23,Item_18,37,9,2,4,1,2,4,5,1,5,2
Group_23,Item_19,33,8,6,9,6,8,7,1,2,5,6
Group_23,Item_20,46,2,2,8,5,7,2,6,9,4,9
Group_23,Item_21,72,1,7,1,6,1,5,8,5,5,5
Group_23,Item_22,35,4,9,3,2,8,1,8,6,7,2
Group_23,Item_23,10,2,4,6,6,4,7,6,7,1,1
Group_23,Item_24,70,2,7,4,3,3,5,4,7,2,1
Group_23,Item_25,64,7,7,3,5,3,7,1,8,3,4
Group_24,Item_1,33,3,3,6,7,2,7,1,6,6,3
Group_24,Item_2,64,4,2,6,8,7,8,5,4,6,2
Group_24,Item_3,73,2,4,1,1,3,3,4,9,2,9
Group_24,Item_4,23,7,2,6,8,4,8,1,9,2,8
Group_24,Item_5,14,1,7,2,8,3,2,9,1,8,3
Group_24,Item_6,22,6,5,3,6,8,9,4,8,3,3
Group_24,Item_7,73,5,6,3,3,4,8,2,6,7,3
Group_24,Item_8,33,7,6,9,6,3,8,8,4,8,2
Group_24,Item_9,82,6,4,9,4,4,2,3,7,8,3
Group_24,Item_10,57,1,8,1,8,5,6,4,5,4,8
Group_24,Item_11,45,8,7,6,5,1,4,2,2,5,4
Group_24,Item_12,90,9,9,1,4,3,7,9,1,2,1
Group_24,Item_13,26,3,4,8,8,3,8,7,9,9,1
Group_24,Item_14,16,3,1,7,9,5,8,4,1,6,2
Group_24,Item_15,10,4,6,8,9,4,7,1,5,1,3
Group_24,Item_16,29,6,3,5,3,7,6,8,1,3,2
Group_24,Item_17,23,5,9,2,8,6,1,5,1,3,5
Group_24,Item_18,55,6,3,1,9,8,2,4,6,6,1
Group_24,Item_19,83,4,9,1,1,8,8,9,9,5,1
Group_24,Item_20,75,1,2,2,9,7,6,2,3,1,5
Group_24,Item_21,69,4,9,5,3,2,6,7,8,3,6
Group_24,Item_22,60,8,7,7,1,8,6,5,3,9,8
Group_24,Item_23,95,7,2,4,8,2,1,3,6,7,1
Group_24,Item_24,90,6,3,5,3,3,3,9,7,1,9
Group_24,Item_25,25,7,9,5,9,2,4,1,9,9,8
Group_25,Item_1,51,8,8,9,9,5,1,8,6,9,7
Group_25,Item_2,76,6,6,9,2,5,2,6,3,5,7
Group_25,Item_3,61,9,7,5,3,2,3,4,4,3,8
Group_25,Item_4,82,7,5,3,2,5,7,3,5,3,9
Group_25,Item_5,70,6,9,7,1,9,3,8,1,6,1
Group_25,Item_6,88,7,7,7,9,8,3,8,2,3,5
Group_25,Item_7,91,7,4,5,6,8,8,7,9,7,3
Group_26,Item_1,45,2,5,7,4,3,3,2,9,6,7
Group_26,Item_2,96,4,1,2,3,2,5,7,9,6,2
Group_26,Item_3,77,7,6,9,2,2,1,2,5,9,7
Group_26,Item_4,63,3,7,4,2,3,4,3,6,3,4
Group_26,Item_5,77,8,7,1,1,3,4,1,2,3,5
Group_26,Item_6,24,2,2,4,7,1,4,5,9,3,1
Group_26,Item_7,61,3,9,8,6,8,7,6,8,3,5
Group_26,Item_8,63,5,5,1,8,1,8,1,6,1,5
Group_26,Item_9,39,1,4,5,4,2,6,2,7,1,5
Group_26,Item_10,61,6,8,2,6,5,1,7,1,8,4
Group_26,Item_11,15,1,7,3,1,4,6,3,4,5,7
Group_26,Item_12,62,8,4,4,6,6,8,2,5,1,9
Group_26,Item_13,56,5,4,6,2,3,9,9,2,7,3
Group_26,Item_14,88,8,5,9,8,6,6,1,3,2,4
Group_26,Item_15,97,2,6,8,5,1,5,7,6,5,9
Group_26,Item_16,95,4,3,2,3,6,5,7,4,3,1
Group_27,Item_1,19,9,1,5,3,7,5,8,4,3,8
Group_27,Item_2,11,2,6,2,7,4,2,6,5,3,1
Group_27,Item_3,86,5,2,9,5,1,8,5,9,6,5
Group_27,Item_4,61,3,7,5,3,8,1,6,7,3,2
Group_27,Item_5,28,9,8,3,8,7,6,9,4,3,8
Group_27,Item_6,44,4,3,2,7,6,1,8,2,9,1
Group_27,Item_7,43,5,6,3,9,8,3,2,5,9,9
Group_27,Item_8,70,8,1,6,1,3,2,3,8,9,5
Group_27,Item_9,69,3,7,3,2,7,6,8,4,3,1
Group_27,Item_10,62,5,3,3,4,1,3,8,8,3,7
Group_27,Item_11,93,8,4,2,9,6,4,9,2,7,8
Group_27,Item_12,66,4,5,5,2,5,1,6,5,2,3
Group_27,Item_13,57,9,8,9,1,2,6,1,9,7,7
Group_27,Item_14,89,9,1,8,6,6,4,2,3,1,9
Group_27,Item_15,36,3,9,3,5,3,4,9,6,8,9
Group_27,Item_16,31,5,7,7,9,6,1,2,9,9,9
Group_27,Item_17,38,9,2,1,4,4,8,8,4,2,8
Group_27,Item_18,88,6,4,6,9,1,8,9,9,3,5
Group_27,Item_19,86,8,8,1,3,8,9,9,6,1,6
Group_27,Item_20,80,3,8,3,9,4,7,1,9,1,3
Group_27,Item_21,33,4,9,7,6,6,4,3,7,5,4
Group_27,Item_22,54,4,9,2,6,9,5,6,2,9,7
Group_27,Item_23,65,1,1,6,7,1,9,6,1,5,8
Group_27,Item_24,20,2,3,7,4,3,2,8,1,5,6
Group_27,Item_25,93,9,8,9,6,5,6,3,6,7,5
Group_28,Item_1,11,2,3,9,4,8,4,2,1,1,2
Group_28,Item_2,99,9,6,2,5,4,3,3,2,7,4
Group_28,Item_3,21,4,7,1,5,9,9,9,9,1,4
Group_28,Item_4,81,5,5,6,6,8,3,2,8,8,5
Group_28,Item_5,69,7,5,7,4,9,9,6,3,8,9
Group_28,Item_6,59,2,4,5,9,4,1,2,1,8,7
Group_28,Item_7,28,6,9,3,4,9,5,2,3,4,5
Group_28,Item_8,83,6,3,3,3,4,4,5,8,3,6
Group_28,Item_9,40,8,1,2,1,1,8,6,2,9,4
Group_28,Item_10,53,9,1,3,1,8,8,8,1,5,1
Group_28,Item_11,100,9,7,4,3,9,2,5,7,7,7
Group_28,Item_12,66,2,4,7,5,2,9,9,5,2,6
Group_28,Item_13,14,3,5,8,7,2,5,1,4,7,9
Group_28,Item_14,44,8,5,3,1,6,7,5,8,9,5
Group_28,Item_15,28,9,5,2,6,7,2,5,7,7,9
Group_28,Item_16,66,7,4,8,6,5,3,8,3,4,7
Group_28,Item_17,29,4,2,8,4,4,8,4,7,9,4
Group_28,Item_18,66,3,9,3,8,1,5,8,1,7,6
Group_28,Item_19,92,1,7,3,5,9,2,4,2,7,1
Group_28,Item_20,82,5,4,7,9,9,6,4,4,7,4
Group_28,Item_21,60,2,9,7,4,5,7,1,7,3,6
Group_28,Item_22,12,9,7,2,7,2,4,2,5,6,8
Group_29,Item_1,32,2,2,2,9,4,3,9,4,9,1
Group_29,Item_2,16,3,4,3,7,6,7,5,6,5,8
Group_29,Item_3,13,9,1,8,4,4,8,3,7,6,9
Group_29,Item_4,84,7,2,9,5,7,4,6,2,4,2
Group_29,Item_5,13,4,6,9,6,1,7,6,7,7,3
Group_29,Item_6,45,2,9,5,4,7,2,6,5,5,1
Group_29,Item_7,80,5,6,1,9,1,5,3,4,8,9
Group_29,Item_8,60,9,4,2,3,1,3,4,8,8,4
Group_29,Item_9,10,5,1,2,7,1,1,6,1,5,2
Group_29,Item_10,14,8,9,1,8,2,3,7,9,3,4
Group_29,Item_11,53,7,2,9,1,1,6,3,8,8,6
Group_29,Item_12,42,1,7,6,8,4,1,4,3,4,5
Group_29,Item_13,98,5,6,1,2,8,5,4,7,2,2
Group_29,Item_14,83,6,9,8,2,4,5,4,1,3,4
Group_29,Item_15,75,4,9,5,4,7,9,1,3,1,7
Group_29,Item_16,24,3,2,5,2,8,7,6,6,7,2
Group_29,Item_17,94,4,1,3,5,5,9,7,3,2,5
Group_29,Item_18,40,2,6,1,5,8,5,1,7,6,9
Group_29,Item_19,55,4,9,6,5,2,5,8,1,8,6
Group_29,Item_20,94,1,7,4,3,9,8,2,5,9,1
Group_29,Item_21,12,8,3,1,3,8,6,7,2,2,7
Group_29,Item_22,59,7,4,4,8,7,5,1,7,6,8
Group_29,Item_23,35,9,5,1,6,1,7,8,5,4,3
Group_29,Item_24,61,5,8,4,4,3,1,9,4,3,3
Group_30,Item_1,47,5,8,4,4,6,4,6,9,5,3
Group_30,Item_2,68,4,8,4,7,9,9,2,8,7,3
Group_30,Item_3,15,3,6,5,6,6,3,5,9,8,1
Group_30,Item_4,36,3,6,5,8,7,2,5,3,7,2
Group_30,Item_5,43,7,4,2,3,9,3,1,8,7,9
Group_30,Item_6,30,7,4,3,5,9,4,1,2,4,9
Group_30,Item_7,93,1,8,4,3,2,1,5,5,3,8
Group_30,Item_8,77,9,1,5,4,3,9,2,1,7,9
Group_30,Item_9,16,7,5,5,8,4,6,1,5,1,7
Group_30,Item_10,21,4,2,8,3,7,6,7,5,6,9
Group_30,Item_11,67,4,3,5,2,1,1,4,9,1,7
Group_30,Item_12,26,5,5,4,1,7,8,5,6,1,7
Group_31,Item_1,27,6,3,6,8,9,7,6,5,7,3
Group_31,Item_2,96,2,9,4,8,7,5,2,7,8,4
Group_31,Item_3,99,1,5,3,3,7,5,9,7,9,8
Group_31,Item_4,45,5,1,6,4,4,6,7,1,3,9
Group_31,Item_5,83,6,5,8,7,2,6,2,4,7,5
Group_31,Item_6,14,9,1,3,3,6,5,9,7,3,4
Group_31,Item_7,49,7,7,2,5,8,2,6,9,8,6
Group_31,Item_8,41,2,7,9,8,6,5,5,6,6,2
Group_31,Item_9,53,9,1,5,4,8,1,5,5,9,7
Group_31,Item_10,24,3,1,3,7,3,3,1,5,5,8
Group_31,Item_11,46,6,8,6,6,6,6,7,6,5,7
Group_31,Item_12,12,4,7,4,4,1,2,8,7,7,5
Group_31,Item_13,41,8,8,8,3,8,6,6,8,8,1
Group_31,Item_14,84,1,5,5,5,3,1,3,3,4,1
Group_31,Item_15,16,3,9,1,1,5,8,9,6,5,6
Group_31,Item_16,41,6,1,2,3,9,4,8,1,7,3
Group_31,Item_17,40,8,4,4,6,5,7,6,1,7,4
Group_31,Item_18,55,8,1,1,4,3,5,3,5,7,1
Group_31,Item_19,13,5,3,9,4,3,5,7,9,4,5
Group_32,Item_1,80,1,2,2,9,7,8,8,9,8,4
Group_32,Item_2,69,7,6,9,1,4,5,4,6,6,6
Group_32,Item_3,14,4,4,1,5,7,2,1,3,5,3
Group_32,Item_4,30,8,8,8,6,4,4,7,1,7,4
Group_32,Item_5,35,6,7,7,5,6,6,5,1,8,1
Group_32,Item_6,21,1,5,5,7,3,5,6,4,8,3
Group_32,Item_7,21,7,3,6,9,7,8,8,7,6,2
Group_32,Item_8,80,8,8,7,7,3,8,6,9,6,6
Group_32,Item_9,62,6,4,7,1,6,2,6,4,6,9
Group_32,Item_10,75,6,5,6,2,6,7,9,1,3,9
Group_32,Item_11,100,7,8,7,9,4,7,8,9,9,1
Group_32,Item_12,61,8,2,9,8,6,8,4,6,1,8
Group_32,Item_13,41,4,9,6,9,9,4,8,6,6,2
Group_32,Item_14,95,8,3,2,1,7,8,8,7,3,5
Group_32,Item_15,75,8,2,4,1,8,4,3,5,2,7
Group_32,Item_16,64,4,8,9,7,9,9,9,2,3,1
Group_32,Item_17,29,6,3,2,2,5,7,6,7,7,5
Group_32,Item_18,28,6,9,3,7,1,8,4,1,3,8
Group_32,Item_19,57,1,6,5,4,3,6,8,7,1,5
Group_32,Item_20,27,9,9,8,4,9,9,6,9,6,1
Group_32,Item_21,95,2,6,9,5,6,6,6,4,8,7
Group_32,Item_22,80,3,3,9,6,6,2,3,1,4,6
Group_32,Item_23,13,3,5,4,2,8,9,7,4,6,5
Group_32,Item_24,51,6,9,8,8,5,3,8,3,7,7
Group_32,Item_25,36,5,9,3,5,2,6,3,6,2,5
Group_33,Item_1,41,7,7,8,8,8,8,2,8,2,1
Group_33,Item_2,42,9,4,3,2,2,4,1,5,4,7
Group_33,Item_3,62,6,3,6,5,7,6,1,3,2,7
Group_33,Item_4,17,2,1,3,4,6,8,8,5,5,7
Group_33,Item_5,30,5,3,3,9,9,2,7,8,9,5
Group_33,Item_6,37,3,7,3,8,4,6,9,2,9,3
Group_33,Item_7,88,7,1,1,9,2,1,7,2,2,8
Group_33,Item_8,47,8,8,2,3,6,7,9,3,3,3
Group_33,Item_9,16,2,1,4,8,4,4,1,6,8,8
Group_33,Item_10,28,1,6,4,7,3,8,1,3,9,9
Group_33,Item_11,91,1,7,2,3,1,4,7,6,4,8
Group_34,Item_1,29,3,8,4,6,4,4,7,8,6,6
Group_34,Item_2,88,8,8,4,9,6,2,6,5,7,2
Group_34,Item_3,31,9,5,7,4,5,8,9,3,6,1
Group_34,Item_4,77,5,6,8,3,7,5,7,2,5,6
Group_34,Item_5,88,8,5,4,1,7,9,1,7,5,3
Group_34,Item_6,51,8,7,3,7,8,1,6,9,3,5
Group_34,Item_7,11,5,8,9,9,5,2,9,3,5,5
Group_34,Item_8,74,1,3,7,7,6,2,9,3,4,8
Group_34,Item_9,60,9,9,7,4,1,8,5,9,7,7
Group_34,Item_10,89,5,9,1,4,1,7,5,5,2,7
Group_34,Item_11,32,6,8,6,8,2,2,1,8,2,5
Group_34,Item_12,22,7,7,1,4,7,4,9,3,1,5
Group_34,Item_13,57,7,2,4,7,5,8,8,3,5,6
Group_34,Item_14,24,2,9,9,9,5,2,1,2,7,3
Group_35,Item_1,85,3,2,5,4,9,9,1,8,2,8
Group_35,Item_2,83,8,4,4,8,9,5,7,2,2,9
Group_35,Item_3,25,5,5,6,5,5,7,9,7,1,3
Group_35,Item_4,28,4,7,6,5,1,7,2,2,9,5
Group_35,Item_5,15,2,1,7,5,6,1,4,2,8,8
Group_35,Item_6,54,5,1,5,1,4,5,4,6,4,5
Group_35,Item_7,10,3,3,7,8,7,7,7,7,3,1
Group_35,Item_8,49,6,1,5,7,9,2,1,8,7,2
Group_35,Item_9,56,4,1,8,1,1,8,8,3,4,9
Group_35,Item_10,10,2,6,1,3,6,8,4,1,7,8
Group_35,Item_11,80,6,1,1,4,4,6,2,5,9,3
Group_35,Item_12,11,6,1,1,2,4,2,7,9,2,7
Group_35,Item_13,45,2,3,1,9,2,5,2,4,9,3
Group_35,Item_14,30,3,4,3,6,5,9,8,8,8,1
Group_35,Item_15,66,6,9,7,5,3,4,6,6,9,8
Group_35,Item_16,48,9,3,7,3,1,7,7,6,7,5
Group_35,Item_17,31,8,5,9,8,2,1,6,1,1,2
Group_35,Item_18,41,1,5,1,1,8,8,3,1,8,2
Group_35,Item_19,28,6,9,8,9,4,7,7,5,8,1
Group_35,Item_20,21,2,9,1,7,8,5,2,9,4,7
Group_35,Item_21,61,5,4,4,8,5,3,2,6,5,4
Group_35,Item_22,21,6,1,8,5,3,3,6,5,8,1
Group_35,Item_23,78,5,2,4,3,2,5,7,9,4,9
Group_35,Item_24,69,8,8,9,3,7,9,1,7,5,9
Group_35,Item_25,88,1,8,9,1,6,5,4,6,6,7
Group_35,Item_26,93,9,8,1,2,5,4,4,1,8,2
Group_35,Item_27,24,4,2,5,7,4,8,2,1,6,5
Group_35,Item_28,93,7,4,3,5,6,9,7,5,8,4
Group_35,Item_29,21,1,9,5,8,3,9,8,4,6,8
Group_36,Item_1,12,3,1,8,4,7,3,1,1,9,8
Group_36,Item_2,90,4,2,2,8,1,3,4,9,3,2
Group_36,Item_3,72,8,3,1,8,2,3,9,2,6,3
Group_36,Item_4,48,5,8,8,8,9,8,1,6,8,5
Group_36,Item_5,49,1,8,8,9,6,6,1,4,3,5
Group_36,Item_6,76,4,6,2,5,6,9,6,8,9,6
Group_37,Item_1,72,7,9,2,1,2,2,8,8,9,1
Group_37,Item_2,33,6,3,4,9,1,9,4,7,3,4
Group_37,Item_3,32,6,1,1,9,1,6,7,7,5,9
Group_37,Item_4,82,4,7,6,1,6,5,6,4,8,7
Group_37,Item_5,31,9,9,8,2,6,1,5,7,2,5
Group_37,Item_6,74,9,3,6,9,4,9,5,4,7,9
Group_37,Item_7,48,5,7,9,7,9,9,5,9,9,5
Group_37,Item_8,79,5,9,5,9,4,7,4,1,7,4
Group_38,Item_1,55,4,2,9,4,8,3,3,3,1,9
Group_38,Item_2,51,8,2,3,9,1,1,8,6,4,6
Group_38,Item_3,65,7,2,7,7,6,1,8,8,8,3
Group_38,Item_4,62,7,9,9,8,3,2,8,8,3,2
Group_38,Item_5,90,2,3,2,1,6,4,2,3,2,5
Group_38,Item_6,57,7,8,6,3,4,4,7,6,6,8
Group_38,Item_7,32,6,2,1,6,7,9,8,4,8,9
Group_38,Item_8,45,9,8,3,5,2,7,1,1,3,3
Group_38,Item_9,69,8,8,9,7,2,8,1,7,7,9
Group_38,Item_10,18,1,4,4,2,9,1,3,2,4,1
Group_38,Item_11,90,7,6,9,4,6,4,6,6,2,3
Group_38,Item_12,93,4,2,6,9,7,5,3,2,4,2
Group_38,Item_13,88,3,6,2,5,6,9,2,2,4,2
Group_38,Item_14,21,7,7,6,1,8,6,9,7,7,4
Group_38,Item_15,27,1,2,5,4,7,1,5,6,7,7
Group_38,Item_16,72,9,1,8,2,1,6,7,8,9,5
Group_38,Item_17,29,5,3,6,3,8,1,8,6,7,7
Group_38,Item_18,65,8,2,4,4,4,8,1,1,7,8
Group_39,Item_1,22,5,9,6,8,3,3,9,2,7,8
Group_39,Item_2,48,8,6,5,5,4,2,8,9,3,2
Group_39,Item_3,54,1,3,9,7,7,4,3,8,8,7
Group_39,Item_4,91,1,3,6,2,6,7,1,2,9,8
Group_39,Item_5,75,5,5,9,5,3,8,1,1,2,4
Group_39,Item_6,28,6,7,5,5,3,9,8,3,6,9
Group_39,Item_7,10,9,9,3,4,8,3,1,7,5,6
Group_39,Item_8,36,7,7,1,7,2,6,1,1,4,5
Group_39,Item_9,28,4,3,5,2,8,9,4,4,6,5
Group_39,Item_10,78,1,2,8,8,3,1,9,3,3,5
Group_39,Item_11,92,4,5,9,7,6,5,3,1,9,4
Group_39,Item_12,86,9,9,1,6,3,8,7,2,9,7
Group_39,Item_13,85,7,8,4,4,4,4,8,5,3,5
Group_39,Item_14,72,2,8,2,8,2,6,4,5,8,3
Group_39,Item_15,19,1,7,4,4,7,1,2,3,9,1
Group_39,Item_16,56,1,7,1,9,2,2,1,7,1,1
Group_39,Item_17,53,9,3,6,7,3,3,8,3,6,2
Group_40,Item_1,39,9,9,8,1,7,2,4,1,6,1
Group_40,Item_2,26,2,9,7,2,9,6,3,9,2,4
Group_40,Item_3,63,9,6,8,7,9,3,5,9,8,7
Group_40,Item_4,33,1,6,4,8,6,3,8,7,6,2
Group_40,Item_5,84,8,1,2,5,5,7,3,1,6,9
Group_40,Item_6,63,4,8,6,6,2,8,8,5,7,5
Group_40,Item_7,90,8,9,4,6,3,3,5,1,5,7
Group_40,Item_8,52,5,5,6,1,7,9,1,9,8,4
Group_40,Item_9,84,6,8,1,1,9,1,1,8,3,3
Group_40,Item_10,93,1,5,9,7,9,4,5,6,9,1
Group_40,Item_11,59,2,1,3,8,3,2,2,5,7,1
Group_40,Item_12,78,1,9,9,6,1,5,9,8,5,8
Group_40,Item_13,11,2,3,6,7,7,4,9,1,8,5
Group_40,Item_14,52,1,5,2,5,6,1,8,3,2,1
Group_40,Item_15,84,3,7,5,9,7,7,9,2,6,2
Group_40,Item_16,55,3,3,3,5,8,9,1,7,6,3
Group_40,Item_17,54,6,8,4,1,8,9,5,5,7,3
Group_40,Item_18,71,9,5,6,5,9,1,8,2,5,8
Group_40,Item_19,74,1,6,4,9,8,6,7,8,8,8
Group_40,Item_20,21,6,2,1,2,8,1,8,6,4,8
Group_40,Item_21,25,8,8,2,3,5,3,1,3,8,1
Group_40,Item_22,10,2,5,4,5,3,8,5,3,3,8
Group_41,Item_1,81,8,8,5,9,2,6,6,6,8,5
Group_41,Item_2,60,1,3,5,5,3,8,9,2,7,7
Group_41,Item_3,14,2,5,3,5,5,7,4,9,7,9
Group_41,Item_4,29,6,5,4,7,2,5,1,6,4,9
Group_41,Item_5,28,6,7,9,4,5,1,1,6,6,7
Group_41,Item_6,70,1,9,5,1,2,3,4,7,8,8
Group_41,Item_7,95,7,1,7,3,2,9,8,6,4,1
Group_41,Item_8,75,4,9,3,3,8,6,5,5,6,1
Group_41,Item_9,45,9,7,3,5,3,7,1,2,3,1
Group_41,Item_10,85,1,7,7,5,2,4,2,6,4,2
Group_41,Item_11,60,3,4,6,3,7,9,9,1,2,5
Group_41,Item_12,100,7,2,9,8,2,2,2,7,6,9
Group_41,Item_13,23,5,2,7,7,7,5,3,6,5,1
Group_41,Item_14,43,5,6,6,5,6,5,2,9,1,8
Group_41,Item_15,19,8,9,9,9,1,8,6,2,1,7
Group_41,Item_16,61,3,5,2,1,2,1,9,4,2,2
Group_41,Item_17,88,3,5,6,5,2,9,5,5,2,9
Group_41,Item_18,66,2,9,8,5,9,5,5,7,3,2
Group_41,Item_19,69,6,8,7,8,1,7,2,5,6,4
Group_41,Item_20,31,6,2,8,4,9,5,7,9,8,5
Group_41,Item_21,38,2,1,1,3,2,5,8,8,2,1
Group_41,Item_22,96,5,5,1,9,4,3,4,6,6,7
Group_41,Item_23,73,5,4,1,1,8,4,2,5,5,4
Group_42,Item_1,67,3,6,9,6,6,5,4,8,2,2
Group_42,Item_2,57,4,1,1,2,2,2,3,7,2,1
Group_42,Item_3,33,4,8,1,2,9,1,2,9,6,7
Group_42,Item_4,89,5,5,9,9,6,4,7,4,7,7
Group_42,Item_5,87,2,1,3,4,9,2,6,1,5,4
Group_42,Item_6,26,8,8,5,4,6,1,4,9,8,5
Group_42,Item_7,14,3,2,7,8,7,8,6,2,4,2
Group_42,Item_8,74,5,9,2,5,1,5,8,9,4,7
Group_42,Item_9,90,9,8,6,8,9,5,4,2,6,7
Group_42,Item_10,50,4,9,8,8,4,7,4,4,4,6
Group_42,Item_11,13,4,5,4,4,1,5,6,5,4,9
Group_42,Item_12,89,5,1,3,2,3,2,7,6,9,1
Group_42,Item_13,23,8,8,8,1,7,9,4,5,8,1
Group_42,Item_14,76,7,9,1,9,5,2,6,4,8,5
Group_43,Item_1,80,8,1,2,4,3,4,1,8,3,3
Group_43,Item_2,93,1,7,8,5,4,5,5,5,9,4
Group_43,Item_3,42,8,2,7,4,9,9,8,3,5,9
Group_43,Item_4,57,8,8,6,2,8,3,1,9,1,1
Group_43,Item_5,28,9,3,5,7,9,4,9,5,6,2
Group_43,Item_6,22,1,8,3,1,4,4,7,1,3,6
Group_43,Item_7,52,6,3,1,4,4,3,8,6,1,7
Group_43,Item_8,61,4,3,2,2,8,7,4,4,4,1
Group_43,Item_9,38,4,5,3,8,9,9,1,4,5,6
Group_43,Item_10,43,3,1,2,3,1,8,4,6,1,7
Group_43,Item_11,78,1,2,2,5,6,4,6,7,1,3
Group_43,Item_12,21,8,9,5,2,7,7,1,9,1,4
Group_43,Item_13,66,1,9,1,6,9,1,3,4,5,7
Group_43,Item_14,51,3,5,1,5,5,5,4,4,7,5
Group_43,Item_15,13,3,7,2,6,2,6,1,3,5,9
Group_43,Item_16,80,7,1,8,1,2,5,2,4,6,8
Group_43,Item_17,27,3,9,2,7,9,1,2,9,7,3
Group_43,Item_18,88,2,7,2,6,4,3,6,2,5,9
Group_43,Item_19,69,9,5,7,8,7,8,2,1,2,8
Group_43,Item_20,29,2,5,1,7,9,4,9,3,6,1
Group_44,Item_1,42,3,1,5,9,3,8,6,7,9,7
Group_44,Item_2,83,7,5,3,4,8,2,8,2,3,1
Group_44,Item_3,82,9,5,7,2,1,5,4,4,3,8
Group_44,Item_4,21,5,1,9,3,6,5,5,4,7,1
Group_44,Item_5,79,8,8,2,8,7,9,5,5,7,2
Group_44,Item_6,75,5,9,9,3,1,4,8,8,5,2
Group_44,Item_7,55,5,8,8,8,7,2,7,3,8,9
Group_44,Item_8,39,9,8,5,6,4,5,1,7,6,3
Group_44,Item_9,29,9,8,7,6,3,3,3,8,9,2
Group_44,Item_10,33,9,8,4,5,4,9,2,7,9,5
Group_44,Item_11,45,8,8,4,3,8,7,7,3,1,3
Group_44,Item_12,47,5,5,6,9,7,6,4,8,4,5
Group_44,Item_13,69,8,9,4,2,1,2,4,4,4,8
Group_44,Item_14,78,8,1,5,4,2,6,7,7,4,2
Group_44,Item_15,91,5,3,1,9,7,6,2,2,5,8
Group_44,Item_16,75,8,7,5,6,4,7,8,1,6,1
Group_44,Item_17,14,5,6,2,5,9,6,4,5,5,3
Group_44,Item_18,40,9,9,6,1,4,9,4,4,9,2
Group_44,Item_19,16,8,4,8,1,3,9,8,2,2,9
Group_44,Item_20,36,3,7,6,5,6,8,4,5,8,6
Group_44,Item_21,57,9,4,4,8,3,1,2,8,4,4
Group_44,Item_22,80,8,6,5,9,2,6,4,9,7,8
Group_44,Item_23,73,3,3,2,4,7,7,6,3,4,8
Group_44,Item_24,68,8,2,1,9,1,8,1,5,2,6
Group_44,Item_25,24,8,1,6,5,3,4,5,3,1,2
Group_44,Item_26,25,1,3,3,4,1,2,7,8,2,4
Group_44,Item_27,32,8,6,2,6,6,8,5,6,7,8
Group_45,Item_1,18,6,1,4,7,2,3,9,7,5,2
Group_45,Item_2,63,5,1,3,8,2,1,5,2,8,8
Group_45,Item_3,99,2,6,8,6,1,1,5,3,6,7
Group_45,Item_4,98,4,9,3,8,8,3,3,3,1,6
Group_45,Item_5,61,4,3,5,1,8,3,9,3,2,6
Group_45,Item_6,49,8,9,8,5,8,9,3,9,3,3
Group_45,Item_7,53,5,2,9,8,9,2,3,3,5,2
Group_45,Item_8,59,1,7,7,7,1,8,3,8,2,9
Group_45,Item_9,36,8,5,6,3,3,7,2,7,8,9
Group_45,Item_10,85,1,6,2,1,8,9,6,7,5,4
Group_45,Item_11,42,7,4,5,3,4,3,1,6,4,6
Group_45,Item_12,68,5,7,9,4,5,7,4,8,8,5
Group_45,Item_13,38,6,5,1,7,5,5,7,6,3,4
Group_45,Item_14,15,2,4,1,5,5,1,4,9,8,1
Group_45,Item_15,25,1,9,3,7,8,1,2,2,2,7
Group_45,Item_16,43,7,7,2,5,3,5,3,2,3,5
Group_45,Item_17,96,1,6,4,5,8,9,4,8,5,5
Group_45,Item_18,32,7,9,2,3,9,5,7,4,6,2
Group_45,Item_19,92,1,3,5,2,3,1,3,6,9,1
Group_45,Item_20,80,7,4,5,8,5,4,8,9,3,9
Group_45,Item_21,19,1,6,7,2,9,5,2,4,7,4
Group_45,Item_22,50,3,3,6,7,4,5,2,8,3,3
Group_45,Item_23,79,4,6,2,2,8,4,9,6,4,7
Group_45,Item_24,26,9,8,6,1,6,2,5,5,2,7
Group_45,Item_25,51,4,3,6,9,1,7,7,1,9,6
Group_45,Item_26,17,9,2,9,7,6,5,6,1,1,4
Group_45,Item_27,53,1,8,6,4,7,2,8,9,2,1
Group_46,Item_1,32,1,4,6,8,5,7,9,8,6,6
Group_46,Item_2,57,8,2,5,6,1,5,5,3,7,8
Group_46,Item_3,52,5,7,3,2,2,7,3,4,8,7
Group_46,Item_4,48,2,2,8,6,5,5,1,5,2,7
Group_46,Item_5,54,9,5,5,9,7,5,7,8,4,8
Group_46,Item_6,76,4,2,1,1,9,9,9,9,2,6
Group_46,Item_7,32,1,6,9,7,7,2,4,7,2,7
Group_46,Item_8,72,2,8,2,7,5,3,7,3,8,9
Group_46,Item_9,16,1,4,4,1,6,7,6,9,2,2
Group_46,Item_10,94,6,7,1,3,5,6,2,5,2,1
Group_46,Item_11,86,2,2,4,7,1,9,7,9,5,6
Group_46,Item_12,39,7,4,7,1,3,1,7,4,4,3
Group_46,Item_13,30,1,8,1,6,9,5,5,7,4,6
Group_46,Item_14,20,8,6,9,4,6,6,4,8,9,6
Group_46,Item_15,88,4,3,4,7,9,7,3,8,9,3
